,button,event_type,target,time,x,y,step,turkId
1706,1,click,alloc-slider-5,620517.0850000001,611,989,1,0
1707,1,click,alloc-slider-5,620517.0850000001,611,989,2,0
1708,1,click,alloc-slider-5,620517.0850000001,611,989,3,0
1709,1,click,alloc-slider-5,620517.0850000001,611,989,4,0
1710,1,mousedown,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",622866.78,958,1248,1,0
1711,1,mousedown,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",622866.78,958,1248,1,0
1712,1,mousedown,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",622866.78,958,1248,1,0
1713,1,mousedown,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",622866.78,958,1248,1,0
1714,1,mouseup,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",622957.1100000001,958,1248,1,0
1715,1,mouseup,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",622957.1100000001,958,1248,2,0
1716,1,mouseup,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",622957.1100000001,958,1248,3,0
1717,1,mouseup,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",622957.1100000001,958,1248,4,0
1718,1,click,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",622957.1100000001,958,1248,1,0
1719,1,click,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",622957.1100000001,958,1248,2,0
1720,1,click,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",622957.1100000001,958,1248,3,0
1721,1,click,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",622957.1100000001,958,1248,4,0
1722,1,mousedown,alloc-slider-4,627948.685,520,981,1,0
1723,1,mousedown,alloc-slider-4,627948.685,520,981,1,0
1724,1,mousedown,alloc-slider-4,627948.685,520,981,1,0
1725,1,mousedown,alloc-slider-4,627948.685,520,981,1,0
1726,1,mousedown,alloc-slider-4,627948.685,520,981,1,0
1727,1,mousedirchange,alloc-slider-4,628076.5800000001,521,981,1,0
1728,1,mousedirchange,alloc-slider-4,628084.3900000001,522,981,1,0
1729,1,mousedirchange,alloc-slider-4,628084.3900000001,522,981,1,0
1730,1,mousedirchange,alloc-slider-4,628092.5850000001,523,981,1,0
1731,1,mousedirchange,alloc-slider-4,628092.5850000001,523,981,1,0
1732,1,mousedirchange,alloc-slider-4,628100.63,524,982,1,0
1733,1,mousedirchange,alloc-slider-4,628108.38,526,983,1,0
1734,1,mousedirchange,alloc-slider-4,628108.38,526,983,1,0
1735,1,mousedirchange,alloc-slider-4,628124.505,530,984,1,0
1736,1,mousedirchange,alloc-slider-4,628124.505,530,984,1,0
1737,1,mousedirchange,alloc-slider-4,628132.4450000001,533,986,1,0
1738,1,mousedirchange,alloc-slider-4,628148.62,541,988,1,0
1739,1,mousedirchange,alloc-slider-4,628148.62,541,988,1,0
1740,1,mousedirchange,alloc-slider-4,628164.3600000001,544,971,1,0
1741,1,mousedirchange,alloc-slider-4,628164.3600000001,544,971,1,0
1742,1,mousedirchange,alloc-slider-4,628174.125,547,972,1,0
1743,1,mousedirchange,alloc-slider-4,628180.2000000001,549,973,1,0
1744,1,mousedirchange,alloc-slider-4,628180.2000000001,549,973,1,0
1745,1,mousedirchange,alloc-slider-4,628190.29,550,974,1,0
1746,1,mousedirchange,alloc-slider-4,628190.29,550,974,1,0
1747,1,mousedirchange,alloc-slider-4,628196.355,551,974,1,0
1748,1,mousedirchange,alloc-slider-4,628204.27,552,975,1,0
1749,1,mousedirchange,alloc-slider-4,628204.27,552,975,1,0
1750,1,mousedirchange,alloc-slider-4,628230.0850000001,553,975,1,0
1751,1,mousedirchange,alloc-slider-4,628230.0850000001,553,975,1,0
1752,1,mousedirchange,alloc-slider-4,628630.295,555,976,1,0
1753,1,mousedirchange,alloc-slider-4,628646.385,558,977,1,0
1754,1,mousedirchange,alloc-slider-4,628646.385,558,977,1,0
1755,1,mousedirchange,alloc-slider-4,628654.525,560,979,1,0
1756,1,mousedirchange,alloc-slider-4,628654.525,560,979,1,0
1757,1,mousedirchange,alloc-slider-4,628670.43,565,980,1,0
1758,1,mousedirchange,alloc-slider-4,628678.425,566,981,1,0
1759,1,mousedirchange,alloc-slider-4,628678.425,566,981,1,0
1760,1,mousedirchange,alloc-slider-4,628686.285,567,981,1,0
1761,1,mousedirchange,alloc-slider-4,628686.285,567,981,1,0
1762,1,mousedirchange,alloc-slider-4,628694.42,569,981,1,0
1763,1,mousedirchange,alloc-slider-4,628702.2100000001,570,981,1,0
1764,1,mousedirchange,alloc-slider-4,628702.2100000001,570,981,1,0
1765,1,mousedirchange,alloc-slider-4,628710.055,571,981,1,0
1766,1,mousedirchange,alloc-slider-4,628710.055,571,981,1,0
1767,1,mousedirchange,alloc-slider-4,628726.3450000001,573,981,1,0
1768,1,mousedirchange,alloc-slider-4,628734.375,574,981,1,0
1769,1,mousedirchange,alloc-slider-4,628734.375,574,981,1,0
1770,1,mousedirchange,alloc-slider-4,628750.4100000001,575,981,1,0
1771,1,mousedirchange,alloc-slider-4,628750.4100000001,575,981,1,0
1772,1,mousedirchange,alloc-slider-4,628766.285,577,981,1,0
1773,1,mousedirchange,alloc-slider-4,628782.43,578,981,1,0
1774,1,mousedirchange,alloc-slider-4,628782.43,578,981,1,0
1775,1,mousedirchange,alloc-slider-4,628806.36,579,981,1,0
1776,1,mousedirchange,alloc-slider-4,628806.36,579,981,1,0
1777,1,mousedirchange,alloc-slider-4,628822.5700000001,580,981,1,0
1778,1,mousedirchange,alloc-slider-4,628838.43,581,981,1,0
1779,1,mousedirchange,alloc-slider-4,628838.43,581,981,1,0
1780,1,mousedirchange,alloc-slider-4,628854.5750000001,582,981,1,0
1781,1,mousedirchange,alloc-slider-4,628854.5750000001,582,981,1,0
1782,1,mousedirchange,alloc-slider-4,628870.56,583,982,1,0
1783,1,mousedirchange,alloc-slider-4,628886.57,584,983,1,0
1784,1,mousedirchange,alloc-slider-4,628886.57,584,983,1,0
1785,1,mousedirchange,alloc-slider-4,628894.1400000001,585,983,1,0
1786,1,mousedirchange,alloc-slider-4,628894.1400000001,585,983,1,0
1787,1,mousedirchange,alloc-slider-4,628918.5700000001,586,983,1,0
1788,1,mousedirchange,alloc-slider-4,629184.5850000001,585,983,1,0
1789,1,mousedirchange,alloc-slider-4,629184.5850000001,585,983,1,0
1790,1,mousedirchange,alloc-slider-4,629192.5950000001,584,983,1,0
1791,1,mousedirchange,alloc-slider-4,629192.5950000001,584,983,1,0
1792,1,mousedirchange,alloc-slider-4,629200.4750000001,583,983,1,0
1793,1,mousedirchange,alloc-slider-4,629216.3250000001,581,982,1,0
1794,1,mousedirchange,alloc-slider-4,629216.3250000001,581,982,1,0
1795,1,mousedirchange,alloc-slider-4,629224.24,580,981,1,0
1796,1,mousedirchange,alloc-slider-4,629224.24,580,981,1,0
1797,1,mousedirchange,alloc-slider-4,629232.295,579,981,1,0
1798,1,mousedirchange,alloc-slider-4,629240.555,578,980,1,0
1799,1,mousedirchange,alloc-slider-4,629240.555,578,980,1,0
1800,1,mousedirchange,alloc-slider-4,629264.5,577,980,1,0
1801,1,mousedirchange,alloc-slider-4,629264.5,577,980,1,0
1802,1,mousedirchange,alloc-slider-4,629296.15,577,979,1,0
1803,1,mousedirchange,alloc-slider-4,629312.54,576,979,1,0
1804,1,mousedirchange,alloc-slider-4,629312.54,576,979,1,0
1805,1,mousedirchange,alloc-slider-4,629336.6000000001,575,978,1,0
1806,1,mousedirchange,alloc-slider-4,629336.6000000001,575,978,1,0
1807,1,mousedirchange,alloc-slider-4,629352.305,573,977,1,0
1808,1,mousedirchange,alloc-slider-4,629376.6300000001,572,977,1,0
1809,1,mousedirchange,alloc-slider-4,629376.6300000001,572,977,1,0
1810,1,mousedirchange,alloc-slider-4,629384.6000000001,572,976,1,0
1811,1,mousedirchange,alloc-slider-4,629384.6000000001,572,976,1,0
1812,1,mousedirchange,alloc-slider-4,629392.505,571,976,1,0
1813,1,mousedirchange,alloc-slider-4,629416.515,570,975,1,0
1814,1,mousedirchange,alloc-slider-4,629416.515,570,975,1,0
1815,1,mousedirchange,alloc-slider-4,629456.18,569,975,1,0
1816,1,mousedirchange,alloc-slider-4,629456.18,569,975,1,0
1817,1,mousedirchange,alloc-slider-4,629480.49,569,974,1,0
1818,1,mousedirchange,alloc-slider-4,629488.605,567,974,1,0
1819,1,mousedirchange,alloc-slider-4,629488.605,567,974,1,0
1820,1,mousedirchange,alloc-slider-4,629504.4750000001,566,974,1,0
1821,1,mousedirchange,alloc-slider-4,629504.4750000001,566,974,1,0
1822,1,mousedirchange,alloc-slider-4,629562.365,566,973,1,0
1823,1,mousedirchange,alloc-slider-4,630154.625,565,973,1,0
1824,1,mousedirchange,alloc-slider-4,630154.625,565,973,1,0
1825,1,mousedirchange,alloc-slider-4,630162.54,564,973,1,0
1826,1,mousedirchange,alloc-slider-4,630162.54,564,973,1,0
1827,1,mousedirchange,alloc-slider-4,630170.3600000001,563,973,1,0
1828,1,mousedirchange,alloc-slider-4,630202.55,561,973,1,0
1829,1,mousedirchange,alloc-slider-4,630202.55,561,973,1,0
1830,1,mousedirchange,alloc-slider-4,630226.435,561,972,1,0
